category,xAxis,yAxis,value,trend,target,color,ID
Zulu,West,Metric 5,72,null,null,#2563bf
Zulu,Atlantic,Metric 6,194,null,null,#a8c1e5
Zulu,Optimize scheduling and ops,Metric 6,91,null,null,#d3e0f2
Zulu,Northeast,Metric 6,70,null,null,#2563bf
Zulu,South,Metric 6,42,null,null,#d3e0f2
Zulu,West,Metric 6,72,null,null,#2563bf
Zulu,Arctic,Metric 1,194,null,null,#a8c1e5
Zulu,Arctic,Metric 2,91,null,null,#d3e0f2
Zulu,Arctic,Metric 3,70,null,null,#2563bf
Zulu,Arctic,Metric 4,42,null,null,#d3e0f2
Zulu,Arctic,Metric 5,72,null,null,#2563bf
Zulu,Arctic,Metric 6,72,null,null,#2563bf
