category,xAxis,yAxis,value,trend,target,color,ID
20120201,Team 5,Funded Loans,38.33915657,180,null,white,122
20120201,Team 5,Cycle Time (Refinance),38.04877361,135,null,yellow,123
20120201,Team 5,Cycle Time (Purchase),37.75839065,90,null,green,124
20120201,Team 5,Technical Error Rate,37.46800768,45,null,white,125
20120201,Team 6,Net Promoter Score,37.17762472,0,null,yellow,126
20120201,Team 6,Funded Loans,36.88724175,0,null,white,127
20120201,Team 6,Cycle Time (Refinance),36.59685879,45,null,yellow,128
20120201,Team 6,Cycle Time (Purchase),36.30647583,90,null,green,129
20120201,Team 6,Technical Error Rate,36.01609286,135,null,white,130
20120301,Team 1,Net Promoter Score,15.39890243,90,null,yellow,201
20120301,Team 1,Funded Loans,15.10851946,135,null,green,202
20120301,Team 1,Cycle Time (Refinance),14.8181365,180,null,white,203
20120301,Team 1,Cycle Time (Purchase),14.52775353,135,null,yellow,204
20120301,Team 1,Technical Error Rate,14.23737057,90,null,white,205
20120301,Team 2,Net Promoter Score,13.94698761,45,null,yellow,206
20120301,Team 2,Funded Loans,13.65660464,0,null,green,207
20120301,Team 2,Cycle Time (Refinance),13.36622168,0,null,white,208
20120301,Team 2,Cycle Time (Purchase),13.07583871,45,null,yellow,209
20120301,Team 2,Technical Error Rate,12.78545575,90,null,green,210
20120301,Team 3,Net Promoter Score,12.49507279,135,null,red,211
20120301,Team 3,Funded Loans,12.20468982,180,null,red,212
20120301,Team 3,Cycle Time (Refinance),11.91430686,135,null,white,213
20120301,Team 3,Cycle Time (Purchase),11.62392389,90,null,yellow,214
20120301,Team 3,Technical Error Rate,11.33354093,45,null,green,215
20120301,Team 4,Net Promoter Score,11.04315797,0,null,white,216
20120301,Team 4,Funded Loans,10.752775,0,null,yellow,217
20120301,Team 4,Cycle Time (Refinance),10.46239204,45,null,white,218
20120301,Team 4,Cycle Time (Purchase),10.17200908,90,null,yellow,219
20120301,Team 4,Technical Error Rate,9.881626111,135,null,green,220
20120301,Team 5,Net Promoter Score,9.591243147,180,null,white,221
20120301,Team 5,Funded Loans,9.300860184,135,null,yellow,222
20120301,Team 5,Cycle Time (Refinance),9.01047722,90,null,green,223
20120301,Team 5,Cycle Time (Purchase),8.720094256,45,null,red,224
20120301,Team 5,Technical Error Rate,8.429711292,0,null,red,225
20120301,Team 6,Net Promoter Score,8.139328328,0,null,white,226
20120301,Team 6,Funded Loans,7.848945364,45,null,yellow,227
20120301,Team 6,Cycle Time (Refinance),7.5585624,90,null,green,228
20120301,Team 6,Cycle Time (Purchase),7.268179436,135,null,white,229
20120301,Team 6,Technical Error Rate,6.977796472,180,null,yellow,230
20120301,Team 7,Net Promoter Score,6.687413508,135,null,white,231
20120401,Team 1,Net Promoter Score,45.25501162,135,null,green,301
20120401,Team 1,Funded Loans,42.22317891,180,null,red,302
20120401,Team 1,Cycle Time (Refinance),39.19134621,135,null,red,303
20120401,Team 1,Cycle Time (Purchase),36.1595135,90,null,white,304
20120401,Team 1,Technical Error Rate,46.1356072,45,null,yellow,305
20120401,Team 2,Net Promoter Score,44.75841914,0,null,green,306
20120401,Team 2,Funded Loans,43.38123107,0,null,white,307
20120401,Team 2,Cycle Time (Refinance),42.004043,45,null,yellow,308
20120401,Team 2,Cycle Time (Purchase),40.62685493,90,null,white,309
20120401,Team 2,Technical Error Rate,73.99614325,135,null,yellow,310
20120401,Team 3,Net Promoter Score,72.89623508,180,null,green,311
20120401,Team 3,Funded Loans,71.79632691,135,null,white,312
20120401,Team 3,Cycle Time (Refinance),63.37730552,90,null,yellow,313
20120401,Team 3,Cycle Time (Purchase),59.15738554,45,null,green,314
20120401,Team 3,Technical Error Rate,54.93746556,0,null,red,315
20120401,Team 4,Net Promoter Score,50.71754559,0,null,red,316
20120401,Team 4,Funded Loans,46.49762561,45,null,white,317
20120401,Team 4,Cycle Time (Refinance),48.28684432,90,null,yellow,318
20120401,Team 4,Cycle Time (Purchase),54.89098552,135,null,green,319
20120401,Team 4,Technical Error Rate,54.60060255,180,null,white,320
20120401,Team 5,Net Promoter Score,54.31021959,135,null,yellow,321
20120401,Team 5,Funded Loans,54.01983663,90,null,white,322
20120401,Team 5,Cycle Time (Refinance),53.72945366,45,null,yellow,323
20120401,Team 5,Cycle Time (Purchase),53.4390707,0,null,green,324
20120401,Team 5,Technical Error Rate,53.14868773,0,null,white,325
20120401,Team 6,Net Promoter Score,52.85830477,45,null,yellow,326
20120401,Team 6,Funded Loans,52.56792181,90,null,green,327
20120401,Team 6,Cycle Time (Refinance),52.27753884,135,null,red,328
20120401,Team 6,Cycle Time (Purchase),51.98715588,180,null,red,329
20120401,Team 6,Technical Error Rate,51.69677291,135,null,white,330
