category,xAxis,yAxis,value,trend,target,color,ID
Mar-12,Team 4,Net Promoter Score,11.04315797,0,,white,216
Mar-12,Team 4,Funded Loans,10.752775,0,,yellow,217
Mar-12,Team 4,Cycle Time (Refinance),10.46239204,45,,white,218
Mar-12,Team 4,Cycle Time (Purchase),10.17200908,90,,yellow,219
Mar-12,Team 4,Technical Error Rate,9.881626111,135,,green,220
Mar-12,Team 5,Net Promoter Score,9.591243147,180,,white,221
Mar-12,Team 5,Funded Loans,9.300860184,135,,yellow,222
Mar-12,Team 5,Cycle Time (Refinance),9.01047722,90,,green,223
Mar-12,Team 5,Cycle Time (Purchase),8.720094256,45,,red,224
Mar-12,Team 5,Technical Error Rate,8.429711292,0,,red,225
Mar-12,Team 6,Net Promoter Score,8.139328328,0,,white,226
Mar-12,Team 6,Funded Loans,7.848945364,45,,yellow,227
Mar-12,Team 6,Cycle Time (Refinance),7.5585624,90,,green,228
Mar-12,Team 6,Cycle Time (Purchase),7.268179436,135,,white,229
Mar-12,Team 6,Technical Error Rate,6.977796472,180,,yellow,230
Mar-12,Team 7,Net Promoter Score,6.687413508,135,,white,231
Mar-12,Team 7,Funded Loans,6.397030544,90,,yellow,232
Mar-12,Team 7,Cycle Time (Refinance),6.106647581,45,,green,233
Mar-12,Team 7,Cycle Time (Purchase),5.816264617,0,,white,234
Mar-12,Team 7,Technical Error Rate,5.525881653,0,,yellow,235
Mar-12,Team 8,Net Promoter Score,5.235498689,45,,green,236
Mar-12,Team 8,Funded Loans,4.945115725,90,,red,237
Mar-12,Team 8,Cycle Time (Refinance),4.654732761,135,,red,238
Mar-12,Team 8,Cycle Time (Purchase),4.364349797,180,,white,239
Mar-12,Team 8,Technical Error Rate,4.073966833,135,,yellow,240
Mar-12,Team 9,Net Promoter Score,3.783583869,90,,green,241
Mar-12,Team 9,Funded Loans,3.493200905,45,,white,242
Mar-12,Team 9,Cycle Time (Refinance),3.202817941,0,,yellow,243
Mar-12,Team 9,Cycle Time (Purchase),2.912434978,0,,white,244
Mar-12,Team 9,Technical Error Rate,2.622052014,45,,yellow,245
Mar-12,Team 10,Net Promoter Score,2.33166905,90,,green,246
Mar-12,Team 10,Funded Loans,2.041286086,135,,white,247
Mar-12,Team 10,Cycle Time (Refinance),1.750903122,180,,yellow,248
Mar-12,Team 10,Cycle Time (Purchase),1.460520158,135,,green,249
Mar-12,Team 10,Technical Error Rate,1.170137194,90,,red,250
Mar-12,Team 11,Net Promoter Score,0.87975423,45,,red,251
Mar-12,Team 11,Funded Loans,0.589371266,0,,white,252
Mar-12,Team 11,Cycle Time (Refinance),0.298988302,0,,yellow,253
Mar-12,Team 11,Cycle Time (Purchase),0.008605338,45,,green,254
Mar-12,Team 11,Technical Error Rate,12,90,,white,255
Mar-12,Team 12,Net Promoter Score,15,135,,yellow,256
Mar-12,Team 12,Funded Loans,32,180,,white,257
Mar-12,Team 12,Cycle Time (Refinance),20,135,,yellow,258
Mar-12,Team 12,Cycle Time (Purchase),68,90,,green,259
Mar-12,Team 12,Technical Error Rate,123,45,,white,260
Mar-12,Team 13,Net Promoter Score,56,0,,yellow,261
Mar-12,Team 13,Funded Loans,198,0,,green,262
Mar-12,Team 13,Cycle Time (Refinance),2,45,,red,263
Mar-12,Team 13,Cycle Time (Purchase),0,90,,red,264
Mar-12,Team 13,Technical Error Rate,79.06666667,135,,white,265
Mar-12,Team 14,Net Promoter Score,83.87878788,180,,yellow,266
Mar-12,Team 14,Funded Loans,88.69090909,135,,green,267
Mar-12,Team 14,Cycle Time (Refinance),93.5030303,90,,white,268
Mar-12,Team 14,Cycle Time (Purchase),98.31515152,45,,yellow,269
Mar-12,Team 14,Technical Error Rate,103.1272727,0,,white,270
Mar-12,Team 15,Net Promoter Score,107.9393939,0,,yellow,271
Mar-12,Team 15,Funded Loans,112.7515152,45,,green,272
Mar-12,Team 15,Cycle Time (Refinance),117.5636364,90,,white,273
Mar-12,Team 15,Cycle Time (Purchase),122.3757576,135,,yellow,274
Mar-12,Team 15,Technical Error Rate,12,180,,green,275
Mar-12,Team 16,Net Promoter Score,15,135,,red,276
Mar-12,Team 16,Funded Loans,32,90,,red,277
Mar-12,Team 16,Cycle Time (Refinance),20,45,,white,278
Mar-12,Team 16,Cycle Time (Purchase),68,0,,yellow,279
Mar-12,Team 16,Technical Error Rate,123,0,,green,280
Mar-12,Team 17,Net Promoter Score,56,45,,white,281
Mar-12,Team 17,Funded Loans,198,90,,yellow,282
Mar-12,Team 17,Cycle Time (Refinance),2,135,,white,283
Mar-12,Team 17,Cycle Time (Purchase),0,180,,yellow,284
Mar-12,Team 17,Technical Error Rate,79.06666667,135,,green,285
Mar-12,Team 18,Net Promoter Score,83.87878788,90,,white,286
Mar-12,Team 18,Funded Loans,88.69090909,45,,yellow,287
Mar-12,Team 18,Cycle Time (Refinance),93.5030303,0,,green,288
Mar-12,Team 18,Cycle Time (Purchase),98.31515152,0,,red,289
Mar-12,Team 18,Technical Error Rate,76.1959596,45,,red,290
Mar-12,Team 19,Net Promoter Score,75.09605142,90,,white,291
Mar-12,Team 19,Funded Loans,73.99614325,135,,yellow,292
Mar-12,Team 19,Cycle Time (Refinance),72.89623508,180,,green,293
Mar-12,Team 19,Cycle Time (Purchase),71.79632691,135,,white,294
Mar-12,Team 19,Technical Error Rate,63.37730552,90,,yellow,295
Mar-12,Team 20,Net Promoter Score,59.15738554,45,,white,296
Mar-12,Team 20,Funded Loans,54.93746556,0,,yellow,297
Mar-12,Team 20,Cycle Time (Refinance),50.71754559,0,,green,298
Mar-12,Team 20,Cycle Time (Purchase),46.49762561,45,,white,299
Mar-12,Team 20,Technical Error Rate,48.28684432,90,,yellow,300
Apr-12,Team 1,Net Promoter Score,45.25501162,135,,green,301
Apr-12,Team 1,Funded Loans,42.22317891,180,,red,302
Apr-12,Team 1,Cycle Time (Refinance),39.19134621,135,,red,303
Apr-12,Team 1,Cycle Time (Purchase),36.1595135,90,,white,304
Apr-12,Team 1,Technical Error Rate,46.1356072,45,,yellow,305
Apr-12,Team 2,Net Promoter Score,44.75841914,0,,green,306
Apr-12,Team 2,Funded Loans,43.38123107,0,,white,307
Apr-12,Team 2,Cycle Time (Refinance),42.004043,45,,yellow,308
Apr-12,Team 2,Cycle Time (Purchase),40.62685493,90,,white,309
Apr-12,Team 2,Technical Error Rate,73.99614325,135,,yellow,310
Apr-12,Team 3,Net Promoter Score,72.89623508,180,,green,311
Apr-12,Team 3,Funded Loans,71.79632691,135,,white,312
Apr-12,Team 3,Cycle Time (Refinance),63.37730552,90,,yellow,313
Apr-12,Team 3,Cycle Time (Purchase),59.15738554,45,,green,314
Apr-12,Team 3,Technical Error Rate,54.93746556,0,,red,315
Apr-12,Team 4,Net Promoter Score,50.71754559,0,,red,316
Apr-12,Team 4,Funded Loans,46.49762561,45,,white,317
Apr-12,Team 4,Cycle Time (Refinance),48.28684432,90,,yellow,318
Apr-12,Team 4,Cycle Time (Purchase),54.89098552,135,,green,319
Apr-12,Team 4,Technical Error Rate,54.60060255,180,,white,320
Apr-12,Team 5,Net Promoter Score,54.31021959,135,,yellow,321
Apr-12,Team 5,Funded Loans,54.01983663,90,,white,322
Apr-12,Team 5,Cycle Time (Refinance),53.72945366,45,,yellow,323
Apr-12,Team 5,Cycle Time (Purchase),53.4390707,0,,green,324
Apr-12,Team 5,Technical Error Rate,53.14868773,0,,white,325
Apr-12,Team 6,Net Promoter Score,52.85830477,45,,yellow,326
Apr-12,Team 6,Funded Loans,52.56792181,90,,green,327
Apr-12,Team 6,Cycle Time (Refinance),52.27753884,135,,red,328
Apr-12,Team 6,Cycle Time (Purchase),51.98715588,180,,red,329
Apr-12,Team 6,Technical Error Rate,51.69677291,135,,white,330
Apr-12,Team 7,Net Promoter Score,51.40638995,90,,yellow,331
Apr-12,Team 7,Funded Loans,51.11600699,45,,green,332
Apr-12,Team 7,Cycle Time (Refinance),50.82562402,0,,white,333
Apr-12,Team 7,Cycle Time (Purchase),50.53524106,0,,yellow,334
Apr-12,Team 7,Technical Error Rate,50.24485809,45,,white,335
Apr-12,Team 8,Net Promoter Score,49.95447513,90,,yellow,336
Apr-12,Team 8,Funded Loans,49.66409217,135,,green,337
Apr-12,Team 8,Cycle Time (Refinance),49.3737092,180,,white,338
Apr-12,Team 8,Cycle Time (Purchase),49.08332624,135,,yellow,339
Apr-12,Team 8,Technical Error Rate,48.79294328,90,,green,340
Apr-12,Team 9,Net Promoter Score,48.50256031,45,,red,341
Apr-12,Team 9,Funded Loans,48.21217735,0,,red,342
Apr-12,Team 9,Cycle Time (Refinance),47.92179438,0,,white,343
Apr-12,Team 9,Cycle Time (Purchase),47.63141142,45,,yellow,344
Apr-12,Team 9,Technical Error Rate,47.34102846,90,,green,345
Apr-12,Team 10,Net Promoter Score,47.05064549,135,,white,346
Apr-12,Team 10,Funded Loans,46.76026253,180,,yellow,347
Apr-12,Team 10,Cycle Time (Refinance),46.46987956,135,,white,348
Apr-12,Team 10,Cycle Time (Purchase),46.1794966,90,,yellow,349
Apr-12,Team 10,Technical Error Rate,45.88911364,45,,green,350
Apr-12,Team 11,Net Promoter Score,45.59873067,0,,white,351
Apr-12,Team 11,Funded Loans,45.30834771,0,,yellow,352
Apr-12,Team 11,Cycle Time (Refinance),45.01796474,45,,green,353
Apr-12,Team 11,Cycle Time (Purchase),44.72758178,90,,red,354
Apr-12,Team 11,Technical Error Rate,44.43719882,135,,red,355
Apr-12,Team 12,Net Promoter Score,44.14681585,180,,white,356
Apr-12,Team 12,Funded Loans,43.85643289,135,,yellow,357
Apr-12,Team 12,Cycle Time (Refinance),43.56604992,90,,green,358
Apr-12,Team 12,Cycle Time (Purchase),43.27566696,45,,white,359
Apr-12,Team 12,Technical Error Rate,42.985284,0,,yellow,360
Apr-12,Team 13,Net Promoter Score,42.69490103,0,,white,361
Apr-12,Team 13,Funded Loans,42.40451807,45,,yellow,362
Apr-12,Team 13,Cycle Time (Refinance),42.11413511,90,,green,363
Apr-12,Team 13,Cycle Time (Purchase),41.82375214,135,,white,364
Apr-12,Team 13,Technical Error Rate,41.53336918,180,,yellow,365
Apr-12,Team 14,Net Promoter Score,41.24298621,135,,green,366
Apr-12,Team 14,Funded Loans,40.95260325,90,,red,367
Apr-12,Team 14,Cycle Time (Refinance),40.66222029,45,,red,368
Apr-12,Team 14,Cycle Time (Purchase),40.37183732,0,,white,369
Apr-12,Team 14,Technical Error Rate,40.08145436,0,,yellow,370
Apr-12,Team 15,Net Promoter Score,39.79107139,45,,green,371
Apr-12,Team 15,Funded Loans,39.50068843,90,,white,372
Apr-12,Team 15,Cycle Time (Refinance),39.21030547,135,,yellow,373
Apr-12,Team 15,Cycle Time (Purchase),38.9199225,180,,white,374
Apr-12,Team 15,Technical Error Rate,38.62953954,135,,yellow,375
Apr-12,Team 16,Net Promoter Score,38.33915657,90,,green,376
Apr-12,Team 16,Funded Loans,38.04877361,45,,white,377
Apr-12,Team 16,Cycle Time (Refinance),37.75839065,0,,yellow,378
Apr-12,Team 16,Cycle Time (Purchase),37.46800768,0,,green,379
Apr-12,Team 16,Technical Error Rate,37.17762472,45,,red,380
Apr-12,Team 17,Net Promoter Score,36.88724175,90,,red,381
Apr-12,Team 17,Funded Loans,36.59685879,135,,white,382
Apr-12,Team 17,Cycle Time (Refinance),36.30647583,180,,yellow,383
Apr-12,Team 17,Cycle Time (Purchase),36.01609286,135,,green,384
Apr-12,Team 17,Technical Error Rate,35.7257099,90,,white,385
Apr-12,Team 18,Net Promoter Score,35.43532694,45,,yellow,386
Apr-12,Team 18,Funded Loans,35.14494397,0,,white,387
Apr-12,Team 18,Cycle Time (Refinance),34.85456101,0,,yellow,388
Apr-12,Team 18,Cycle Time (Purchase),34.56417804,45,,green,389
Apr-12,Team 18,Technical Error Rate,34.27379508,90,,white,390
Apr-12,Team 19,Net Promoter Score,33.98341212,135,,yellow,391
Apr-12,Team 19,Funded Loans,33.69302915,180,,green,392
Apr-12,Team 19,Cycle Time (Refinance),33.40264619,135,,red,393
Apr-12,Team 19,Cycle Time (Purchase),33.11226322,90,,red,394
Apr-12,Team 19,Technical Error Rate,32.82188026,45,,white,395
Apr-12,Team 20,Net Promoter Score,32.5314973,0,,yellow,396
Apr-12,Team 20,Funded Loans,32.24111433,0,,green,397
Apr-12,Team 20,Cycle Time (Refinance),31.95073137,45,,white,398
Apr-12,Team 20,Cycle Time (Purchase),31.6603484,90,,yellow,399
Apr-12,Team 20,Technical Error Rate,31.36996544,135,,white,400
May-12,Team 1,Net Promoter Score,31.07958248,180,,yellow,401
May-12,Team 1,Funded Loans,30.78919951,135,,green,402
May-12,Team 1,Cycle Time (Refinance),30.49881655,90,,white,403
May-12,Team 1,Cycle Time (Purchase),30.20843359,45,,yellow,404
May-12,Team 1,Technical Error Rate,29.91805062,0,,green,405
May-12,Team 2,Net Promoter Score,29.62766766,0,,red,406
May-12,Team 2,Funded Loans,29.33728469,45,,red,407
May-12,Team 2,Cycle Time (Refinance),29.04690173,90,,white,408
May-12,Team 2,Cycle Time (Purchase),28.75651877,135,,yellow,409
May-12,Team 2,Technical Error Rate,28.4661358,180,,green,410
May-12,Team 3,Net Promoter Score,28.17575284,135,,white,411
May-12,Team 3,Funded Loans,27.88536987,90,,yellow,412
May-12,Team 3,Cycle Time (Refinance),27.59498691,45,,white,413
May-12,Team 3,Cycle Time (Purchase),27.30460395,0,,yellow,414
May-12,Team 3,Technical Error Rate,27.01422098,0,,green,415
May-12,Team 4,Net Promoter Score,26.72383802,45,,white,416
May-12,Team 4,Funded Loans,26.43345505,90,,yellow,417
